assigned_to_detail,id,creator_detail,resolution,creator,last_change_time,priority,status,dupe_of,component,severity,assigned_to,creation_time,product
"{'id': 13, 'real_name': 'Donny Davies (RETIRED)', 'email': 'woodchip', 'name': 'woodchip'}",836,"{'name': 'felixdv', 'email': 'felixdv', 'id': 333, 'real_name': 'Felix De Vliegher'}",FIXED,felixdv,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,woodchip,2002-02-24T06:54:34Z,Gentoo Linux
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'email': 'drobbins', 'name': 'drobbins'}",837,"{'email': 'avi', 'name': 'avi', 'id': 280, 'real_name': 'Avi Schwartz'}",FIXED,avi,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,drobbins,2002-02-24T10:25:55Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",838,"{'name': 'spider.gentoo', 'email': 'spider.gentoo', 'real_name': 'Spider', 'id': 334}",FIXED,spider.gentoo,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,major,drobbins,2002-02-24T17:01:28Z,Gentoo Linux
"{'real_name': 'Bart Verwilst', 'id': 14, 'email': 'bart', 'name': 'bart'}",839,"{'email': 'xaxeusx', 'name': 'xaxeusx', 'id': 274, 'real_name': ''}",DUPLICATE,xaxeusx,2011-10-30T22:19:45Z,High,RESOLVED,888.0,Unclassified,minor,bart,2002-02-24T17:29:20Z,Portage Development
"{'email': 'drobbins', 'name': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",840,"{'id': 335, 'real_name': 'marr', 'email': 'jpmarr', 'name': 'jpmarr'}",FIXED,jpmarr,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,drobbins,2002-02-24T18:26:22Z,Gentoo Linux
"{'email': 'g2boojum', 'name': 'g2boojum', 'id': 9, 'real_name': 'Grant Goodyear (RETIRED)'}",841,"{'email': 'eric', 'name': 'eric', 'real_name': 'Eric Floehr', 'id': 337}",FIXED,eric,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,major,g2boojum,2002-02-24T20:07:40Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",842,"{'name': 'duncan_lissett', 'email': 'duncan_lissett', 'id': 323, 'real_name': ''}",INVALID,duncan_lissett,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,drobbins,2002-02-24T20:13:55Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'name': 'drobbins', 'email': 'drobbins'}",843,"{'id': 338, 'real_name': 'Howard Powell', 'email': 'hbp4c', 'name': 'hbp4c'}",FIXED,hbp4c,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] GNOME,normal,drobbins,2002-02-24T21:25:51Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",844,"{'real_name': 'Tod M. Neidt (RETIRED)', 'id': 84, 'email': 'tod', 'name': 'tod'}",FIXED,tod,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,drobbins,2002-02-25T02:10:59Z,Gentoo Linux
"{'id': 449, 'real_name': 'Spider (RETIRED)', 'name': 'spider', 'email': 'spider'}",845,"{'real_name': 'Gert Menke', 'id': 203, 'email': 'gert', 'name': 'gert'}",FIXED,gert,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,spider,2002-02-25T03:40:15Z,Gentoo Linux
"{'email': 'danarmak', 'name': 'danarmak', 'id': 10, 'real_name': 'Dan Armak (RETIRED)'}",846,"{'name': 'avi', 'email': 'avi', 'id': 280, 'real_name': 'Avi Schwartz'}",FIXED,avi,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,danarmak,2002-02-25T11:26:05Z,Gentoo Linux
"{'email': 'seemant', 'name': 'seemant', 'real_name': 'Seemant Kulleen (RETIRED)', 'id': 399}",847,"{'email': 'jeld', 'name': 'jeld', 'real_name': 'Jeld The Dark Elf', 'id': 55}",FIXED,jeld,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,seemant,2002-02-25T13:58:32Z,Gentoo Linux
"{'real_name': 'Martin Schlemmer (RETIRED)', 'id': 12, 'email': 'azarah', 'name': 'azarah'}",848,"{'id': 334, 'real_name': 'Spider', 'name': 'spider.gentoo', 'email': 'spider.gentoo'}",FIXED,spider.gentoo,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,trivial,azarah,2002-02-25T18:59:52Z,Gentoo Linux
"{'real_name': 'Martin Schlemmer (RETIRED)', 'id': 12, 'email': 'azarah', 'name': 'azarah'}",849,"{'real_name': 'Spider', 'id': 334, 'email': 'spider.gentoo', 'name': 'spider.gentoo'}",DUPLICATE,spider.gentoo,2005-07-17T13:06:51Z,High,RESOLVED,738.0,[OLD] Core system,normal,azarah,2002-02-25T19:02:02Z,Gentoo Linux
"{'real_name': 'Tod M. Neidt (RETIRED)', 'id': 84, 'email': 'tod', 'name': 'tod'}",850,"{'name': 'spider.gentoo', 'email': 'spider.gentoo', 'id': 334, 'real_name': 'Spider'}",FIXED,spider.gentoo,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,minor,tod,2002-02-25T19:08:00Z,Gentoo Linux
"{'real_name': 'Donny Davies (RETIRED)', 'id': 13, 'name': 'woodchip', 'email': 'woodchip'}",851,"{'id': 276, 'real_name': 'Patrick Flaherty', 'email': 'patrick_flaherty', 'name': 'patrick_flaherty'}",FIXED,patrick_flaherty,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,woodchip,2002-02-25T19:23:23Z,Gentoo Linux
"{'real_name': 'Dan Armak (RETIRED)', 'id': 10, 'name': 'danarmak', 'email': 'danarmak'}",852,"{'email': 'spider.gentoo', 'name': 'spider.gentoo', 'id': 334, 'real_name': 'Spider'}",FIXED,spider.gentoo,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] KDE,trivial,danarmak,2002-02-25T20:19:41Z,Gentoo Linux
"{'name': 'bart', 'email': 'bart', 'id': 14, 'real_name': 'Bart Verwilst'}",853,"{'real_name': 'Michael S Costello (MiscRat)', 'id': 306, 'email': 'fraterm', 'name': 'fraterm'}",FIXED,fraterm,2003-02-04T19:42:18Z,High,VERIFIED,,[OLD] Games,enhancement,bart,2002-02-25T21:13:22Z,Gentoo Linux
"{'id': 14, 'real_name': 'Bart Verwilst', 'name': 'bart', 'email': 'bart'}",854,"{'name': 'fraterm', 'email': 'fraterm', 'id': 306, 'real_name': 'Michael S Costello (MiscRat)'}",FIXED,fraterm,2003-02-04T19:42:18Z,High,VERIFIED,,New packages,enhancement,bart,2002-02-25T22:46:23Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",855,"{'real_name': 'Seemant Kulleen', 'id': 254, 'name': 'seemantk', 'email': 'seemantk'}",FIXED,seemantk,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,drobbins,2002-02-26T01:04:10Z,Gentoo Linux
"{'email': 'seemant', 'name': 'seemant', 'id': 399, 'real_name': 'Seemant Kulleen (RETIRED)'}",856,"{'name': 'Boehme.Silvio', 'email': 'Boehme.Silvio', 'id': 117, 'real_name': 'Silvio Boehme'}",FIXED,Boehme.Silvio,2002-05-22T06:47:46Z,High,RESOLVED,,New packages,normal,seemant,2002-02-26T02:08:26Z,Gentoo Linux
"{'name': 'azarah', 'email': 'azarah', 'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)'}",857,"{'real_name': 'Erick', 'id': 339, 'email': 'fejta', 'name': 'fejta'}",FIXED,fejta,2003-08-03T10:11:59Z,High,RESOLVED,,[OLD] GNOME,normal,azarah,2002-02-26T04:25:48Z,Gentoo Linux
"{'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'id': 19, 'name': 'karltk', 'email': 'karltk'}",858,"{'email': 'spider.gentoo', 'name': 'spider.gentoo', 'id': 334, 'real_name': 'Spider'}",FIXED,spider.gentoo,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,karltk,2002-02-26T06:01:02Z,Gentoo Linux
"{'email': 'woodchip', 'name': 'woodchip', 'real_name': 'Donny Davies (RETIRED)', 'id': 13}",859,"{'name': 'ace', 'email': 'ace', 'real_name': 'Asbjorn Sannes', 'id': 340}",FIXED,ace,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,woodchip,2002-02-26T06:07:43Z,Gentoo Linux
"{'real_name': 'Matthew Kennedy (RETIRED)', 'id': 538, 'name': 'mkennedy', 'email': 'mkennedy'}",860,"{'name': 'spider.gentoo', 'email': 'spider.gentoo', 'real_name': 'Spider', 'id': 334}",FIXED,spider.gentoo,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,mkennedy,2002-02-26T07:18:28Z,Gentoo Linux
"{'name': 'g2boojum', 'email': 'g2boojum', 'id': 9, 'real_name': 'Grant Goodyear (RETIRED)'}",861,"{'name': 'spider.gentoo', 'email': 'spider.gentoo', 'id': 334, 'real_name': 'Spider'}",FIXED,spider.gentoo,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,g2boojum,2002-02-26T07:35:00Z,Gentoo Linux
"{'id': 84, 'real_name': 'Tod M. Neidt (RETIRED)', 'email': 'tod', 'name': 'tod'}",862,"{'real_name': 'jochem prins', 'id': 177, 'name': 'j.prins', 'email': 'j.prins'}",FIXED,j.prins,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,blocker,tod,2002-02-26T08:05:35Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",863,"{'name': 'spider.gentoo', 'email': 'spider.gentoo', 'real_name': 'Spider', 'id': 334}",FIXED,spider.gentoo,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,trivial,drobbins,2002-02-26T09:06:20Z,Gentoo Linux
"{'id': 14, 'real_name': 'Bart Verwilst', 'name': 'bart', 'email': 'bart'}",864,"{'id': 334, 'real_name': 'Spider', 'email': 'spider.gentoo', 'name': 'spider.gentoo'}",FIXED,spider.gentoo,2003-04-04T01:24:31Z,High,RESOLVED,,New packages,enhancement,bart,2002-02-26T11:26:13Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",865,"{'email': 'spider.gentoo', 'name': 'spider.gentoo', 'real_name': 'Spider', 'id': 334}",FIXED,spider.gentoo,2011-10-30T22:22:04Z,High,RESOLVED,,Unclassified,enhancement,drobbins,2002-02-26T11:29:28Z,Portage Development
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'email': 'drobbins', 'name': 'drobbins'}",866,"{'name': 'spider.gentoo', 'email': 'spider.gentoo', 'real_name': 'Spider', 'id': 334}",FIXED,spider.gentoo,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,drobbins,2002-02-26T12:52:37Z,Gentoo Linux
"{'email': 'blocke', 'name': 'blocke', 'id': 171, 'real_name': 'Bruce A. Locke (RETIRED)'}",867,"{'name': 'robm', 'email': 'robm', 'real_name': 'Rob McMullen', 'id': 267}",FIXED,robm,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,blocke,2002-02-26T15:08:01Z,Gentoo Linux
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'email': 'drobbins', 'name': 'drobbins'}",868,"{'real_name': 'Spider', 'id': 334, 'email': 'spider.gentoo', 'name': 'spider.gentoo'}",FIXED,spider.gentoo,2011-10-30T22:21:45Z,High,RESOLVED,,Unclassified,critical,drobbins,2002-02-26T16:04:06Z,Portage Development
"{'name': 'danarmak', 'email': 'danarmak', 'id': 10, 'real_name': 'Dan Armak (RETIRED)'}",869,"{'real_name': 'Maciek', 'id': 90, 'email': 'MacBerry', 'name': 'MacBerry'}",FIXED,MacBerry,2002-03-15T06:38:40Z,High,RESOLVED,,New packages,enhancement,danarmak,2002-02-26T16:42:58Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'email': 'drobbins', 'name': 'drobbins'}",870,"{'name': 'tvon', 'email': 'tvon', 'id': 20, 'real_name': 'Tom von Schwerdtner'}",FIXED,tvon,2002-03-15T11:42:03Z,High,RESOLVED,,Current packages,enhancement,drobbins,2002-02-26T18:25:37Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'email': 'drobbins', 'name': 'drobbins'}",871,"{'name': 'markinho', 'email': 'markinho', 'real_name': 'Markinho', 'id': 327}",FIXED,markinho,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,drobbins,2002-02-26T18:30:49Z,Gentoo Linux
"{'real_name': 'Martin Schlemmer (RETIRED)', 'id': 12, 'email': 'azarah', 'name': 'azarah'}",872,"{'id': 334, 'real_name': 'Spider', 'name': 'spider.gentoo', 'email': 'spider.gentoo'}",FIXED,spider.gentoo,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,azarah,2002-02-26T19:04:16Z,Gentoo Linux
"{'name': 'agriffis', 'email': 'agriffis', 'real_name': 'Aron Griffis (RETIRED)', 'id': 35}",873,"{'email': 'chouser', 'name': 'chouser', 'real_name': 'chouser (RETIRED)', 'id': 11}",FIXED,chouser,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,agriffis,2002-02-26T21:08:23Z,Gentoo Linux
"{'id': 9, 'real_name': 'Grant Goodyear (RETIRED)', 'name': 'g2boojum', 'email': 'g2boojum'}",874,"{'name': 'dsmdragon', 'email': 'dsmdragon', 'id': 242, 'real_name': 'Michael Kaufman'}",FIXED,dsmdragon,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Library,major,g2boojum,2002-02-27T00:23:04Z,Gentoo Linux
"{'real_name': 'Seemant Kulleen', 'id': 254, 'name': 'seemantk', 'email': 'seemantk'}",875,"{'real_name': 'Seemant Kulleen', 'id': 254, 'email': 'seemantk', 'name': 'seemantk'}",FIXED,seemantk,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,seemantk,2002-02-27T07:54:40Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",876,"{'id': 324, 'real_name': 'Thilo Bangert (RETIRED) (RETIRED)', 'name': 'bangert', 'email': 'bangert'}",FIXED,bangert,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,drobbins,2002-02-27T09:11:05Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",877,"{'email': 'msensney', 'name': 'msensney', 'id': 343, 'real_name': 'Mike Sensney'}",FIXED,msensney,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,drobbins,2002-02-27T10:29:22Z,Gentoo Linux
"{'email': 'blocke', 'name': 'blocke', 'real_name': 'Bruce A. Locke (RETIRED)', 'id': 171}",878,"{'real_name': 'Michael M Nazaroff (RETIRED)', 'id': 256, 'name': 'naz', 'email': 'naz'}",FIXED,naz,2002-02-27T18:31:13Z,High,RESOLVED,,New packages,enhancement,blocke,2002-02-27T15:47:19Z,Gentoo Linux
"{'email': 'azarah', 'name': 'azarah', 'real_name': 'Martin Schlemmer (RETIRED)', 'id': 12}",879,"{'id': 346, 'real_name': 'Arnaud de Villèle', 'name': 'arakeis', 'email': 'arakeis'}",FIXED,arakeis,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Unspecified,normal,azarah,2002-02-27T16:25:15Z,Gentoo Linux
"{'email': 'tod', 'name': 'tod', 'id': 84, 'real_name': 'Tod M. Neidt (RETIRED)'}",880,"{'email': 'jesse', 'name': 'jesse', 'real_name': 'Jesse', 'id': 164}",FIXED,jesse,2003-04-04T01:25:02Z,High,RESOLVED,,New packages,enhancement,tod,2002-02-27T17:43:56Z,Gentoo Linux
"{'email': 'danarmak', 'name': 'danarmak', 'id': 10, 'real_name': 'Dan Armak (RETIRED)'}",881,"{'email': 'ergodiczone', 'name': 'ergodiczone', 'id': 347, 'real_name': 'AC'}",FIXED,ergodiczone,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,danarmak,2002-02-27T18:24:23Z,Gentoo Linux
"{'name': 'karltk', 'email': 'karltk', 'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)'}",882,"{'email': 'aaron', 'name': 'aaron', 'real_name': 'Aaron Malone', 'id': 123}",FIXED,aaron,2003-02-04T19:42:18Z,Normal,RESOLVED,,New packages,enhancement,karltk,2002-02-27T18:53:31Z,Gentoo Linux
"{'id': 399, 'real_name': 'Seemant Kulleen (RETIRED)', 'email': 'seemant', 'name': 'seemant'}",883,"{'name': 'orkim', 'email': 'orkim', 'real_name': 'Doug Miller', 'id': 252}",FIXED,orkim,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,seemant,2002-02-27T19:18:42Z,Gentoo Linux
"{'real_name': 'Martin Schlemmer (RETIRED)', 'id': 12, 'name': 'azarah', 'email': 'azarah'}",884,"{'real_name': 'Chris Piro', 'id': 331, 'name': 'cpiro', 'email': 'cpiro'}",FIXED,cpiro,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] GNOME,normal,azarah,2002-02-27T21:36:22Z,Gentoo Linux
"{'real_name': 'Bruce A. Locke (RETIRED)', 'id': 171, 'name': 'blocke', 'email': 'blocke'}",885,"{'real_name': 'JR Boyens', 'id': 125, 'name': 'jboyens', 'email': 'jboyens'}",FIXED,jboyens,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,major,blocke,2002-02-27T23:00:14Z,Gentoo Linux
"{'name': 'azarah', 'email': 'azarah', 'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)'}",886,"{'id': 314, 'real_name': 'Jacob Perkins', 'name': 'source', 'email': 'source'}",FIXED,source,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,azarah,2002-02-27T23:13:48Z,Gentoo Linux
"{'email': 'blocke', 'name': 'blocke', 'id': 171, 'real_name': 'Bruce A. Locke (RETIRED)'}",887,"{'email': 'naz', 'name': 'naz', 'id': 256, 'real_name': 'Michael M Nazaroff (RETIRED)'}",FIXED,naz,2002-10-13T03:36:32Z,High,RESOLVED,,New packages,enhancement,blocke,2002-02-28T01:30:46Z,Gentoo Linux
"{'email': 'tod', 'name': 'tod', 'id': 84, 'real_name': 'Tod M. Neidt (RETIRED)'}",888,"{'id': 327, 'real_name': 'Markinho', 'email': 'markinho', 'name': 'markinho'}",FIXED,markinho,2014-02-23T03:58:33Z,High,RESOLVED,,Current packages,normal,tod,2002-02-28T02:38:40Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",889,"{'real_name': 'Robert Blyler', 'id': 264, 'email': 'trilliji', 'name': 'trilliji'}",FIXED,trilliji,2003-02-04T19:42:18Z,Highest,RESOLVED,,[OLD] GNOME,blocker,drobbins,2002-02-28T05:14:11Z,Gentoo Linux
"{'id': 5, 'real_name': 'Geert Bevin', 'name': 'gbevin', 'email': 'gbevin'}",890,"{'name': 'awaschb', 'email': 'awaschb', 'real_name': 'Andreas Waschbuesch', 'id': 348}",FIXED,awaschb,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,gbevin,2002-02-28T07:14:49Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'email': 'drobbins', 'name': 'drobbins'}",891,"{'real_name': 'Cal Evans', 'id': 349, 'email': 'cal', 'name': 'cal'}",FIXED,cal,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,drobbins,2002-02-28T08:10:37Z,Gentoo Linux
"{'id': 399, 'real_name': 'Seemant Kulleen (RETIRED)', 'name': 'seemant', 'email': 'seemant'}",892,"{'id': 254, 'real_name': 'Seemant Kulleen', 'name': 'seemantk', 'email': 'seemantk'}",FIXED,seemantk,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,seemant,2002-02-28T08:38:20Z,Gentoo Linux
"{'email': 'seemant', 'name': 'seemant', 'id': 399, 'real_name': 'Seemant Kulleen (RETIRED)'}",893,"{'email': 'j.prins', 'name': 'j.prins', 'real_name': 'jochem prins', 'id': 177}",FIXED,j.prins,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,seemant,2002-02-28T09:26:09Z,Gentoo Linux
"{'id': 538, 'real_name': 'Matthew Kennedy (RETIRED)', 'name': 'mkennedy', 'email': 'mkennedy'}",894,"{'name': 'mikpolniak', 'email': 'mikpolniak', 'real_name': 'mikepolniak', 'id': 250}",FIXED,mikpolniak,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,mkennedy,2002-02-28T11:34:11Z,Gentoo Linux
"{'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)', 'name': 'azarah', 'email': 'azarah'}",895,"{'name': 'spider.gentoo', 'email': 'spider.gentoo', 'real_name': 'Spider', 'id': 334}",FIXED,spider.gentoo,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,minor,azarah,2002-02-28T14:14:42Z,Gentoo Linux
"{'real_name': 'Michael M Nazaroff (RETIRED)', 'id': 256, 'name': 'naz', 'email': 'naz'}",896,"{'id': 256, 'real_name': 'Michael M Nazaroff (RETIRED)', 'email': 'naz', 'name': 'naz'}",FIXED,naz,2002-08-04T23:59:51Z,High,RESOLVED,,New packages,enhancement,naz,2002-02-28T15:37:44Z,Gentoo Linux
"{'id': 900, 'real_name': 'SpanKY (RETIRED)', 'email': 'vapier', 'name': 'vapier'}",897,"{'name': 'kloen', 'email': 'kloen', 'id': 350, 'real_name': 'Hagabard'}",FIXED,kloen,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,vapier,2002-02-28T16:09:42Z,Gentoo Linux
"{'email': 'woodchip', 'name': 'woodchip', 'real_name': 'Donny Davies (RETIRED)', 'id': 13}",898,"{'email': 'bangert', 'name': 'bangert', 'real_name': 'Thilo Bangert (RETIRED) (RETIRED)', 'id': 324}",FIXED,bangert,2013-03-06T02:22:12Z,High,RESOLVED,,New packages,normal,woodchip,2002-02-28T16:09:53Z,Gentoo Linux
"{'real_name': 'Bart Verwilst', 'id': 14, 'email': 'bart', 'name': 'bart'}",899,"{'email': 'naz', 'name': 'naz', 'real_name': 'Michael M Nazaroff (RETIRED)', 'id': 256}",FIXED,naz,2002-08-04T23:58:52Z,High,RESOLVED,,New packages,enhancement,bart,2002-02-28T18:17:32Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'email': 'drobbins', 'name': 'drobbins'}",900,"{'email': 'seemantk', 'name': 'seemantk', 'real_name': 'Seemant Kulleen', 'id': 254}",FIXED,seemantk,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,drobbins,2002-02-28T20:24:54Z,Gentoo Linux
"{'real_name': 'Michael M Nazaroff (RETIRED)', 'id': 256, 'email': 'naz', 'name': 'naz'}",901,"{'email': 'seemantk', 'name': 'seemantk', 'id': 254, 'real_name': 'Seemant Kulleen'}",FIXED,seemantk,2003-05-06T16:06:46Z,High,RESOLVED,,Current packages,enhancement,naz,2002-02-28T21:29:49Z,Gentoo Linux
"{'email': 'blocke', 'name': 'blocke', 'real_name': 'Bruce A. Locke (RETIRED)', 'id': 171}",902,"{'id': 351, 'real_name': 'Troy Dack', 'name': 'troy', 'email': 'troy'}",FIXED,troy,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,blocke,2002-02-28T23:44:34Z,Gentoo Linux
"{'email': 'blocke', 'name': 'blocke', 'id': 171, 'real_name': 'Bruce A. Locke (RETIRED)'}",903,"{'id': 351, 'real_name': 'Troy Dack', 'name': 'troy', 'email': 'troy'}",FIXED,troy,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,blocke,2002-02-28T23:50:57Z,Gentoo Linux
"{'name': 'grandmasterlinux', 'email': 'grandmasterlinux', 'real_name': 'Nick Hadaway', 'id': 1668}",904,"{'email': 'nohar', 'name': 'nohar', 'id': 352, 'real_name': 'Arnaud Cornet'}",FIXED,nohar,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,grandmasterlinux,2002-03-01T05:03:12Z,Gentoo Linux
"{'email': 'agenkin', 'name': 'agenkin', 'id': 286, 'real_name': 'Arcady Genkin (RETIRED)'}",905,"{'email': 'seemantk', 'name': 'seemantk', 'real_name': 'Seemant Kulleen', 'id': 254}",FIXED,seemantk,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,agenkin,2002-03-01T06:09:42Z,Gentoo Linux
"{'name': 'seemant', 'email': 'seemant', 'id': 399, 'real_name': 'Seemant Kulleen (RETIRED)'}",906,"{'name': 'seemantk', 'email': 'seemantk', 'id': 254, 'real_name': 'Seemant Kulleen'}",FIXED,seemantk,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,seemant,2002-03-01T06:32:59Z,Gentoo Linux
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'email': 'drobbins', 'name': 'drobbins'}",907,"{'real_name': 'phoen][x', 'id': 211, 'email': 'fisi.tilman.klar', 'name': 'fisi.tilman.klar'}",FIXED,fisi.tilman.klar,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,drobbins,2002-03-01T11:28:14Z,Gentoo Linux
"{'name': 'mkennedy', 'email': 'mkennedy', 'real_name': 'Matthew Kennedy (RETIRED)', 'id': 538}",908,"{'real_name': 'phoen][x', 'id': 211, 'email': 'fisi.tilman.klar', 'name': 'fisi.tilman.klar'}",FIXED,fisi.tilman.klar,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,mkennedy,2002-03-01T11:32:34Z,Gentoo Linux
"{'email': 'blocke', 'name': 'blocke', 'id': 171, 'real_name': 'Bruce A. Locke (RETIRED)'}",909,"{'real_name': 'Daryl Stimm', 'id': 354, 'name': 'daryl', 'email': 'daryl'}",FIXED,daryl,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,blocke,2002-03-01T12:09:39Z,Gentoo Linux
"{'real_name': 'Jon Nelson (RETIRED)', 'id': 283, 'name': 'jnelson', 'email': 'jnelson'}",910,"{'email': 'zach', 'name': 'zach', 'real_name': 'Zach Forrest', 'id': 353}",FIXED,zach,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,jnelson,2002-03-01T12:58:07Z,Gentoo Linux
"{'email': 'karltk', 'name': 'karltk', 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'id': 19}",911,"{'id': 353, 'real_name': 'Zach Forrest', 'name': 'zach', 'email': 'zach'}",FIXED,zach,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,karltk,2002-03-01T13:03:26Z,Gentoo Linux
"{'name': 'mkennedy', 'email': 'mkennedy', 'real_name': 'Matthew Kennedy (RETIRED)', 'id': 538}",912,"{'real_name': 'phoen][x', 'id': 211, 'email': 'fisi.tilman.klar', 'name': 'fisi.tilman.klar'}",FIXED,fisi.tilman.klar,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,mkennedy,2002-03-01T13:35:00Z,Gentoo Linux
"{'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'email': 'karltk', 'name': 'karltk'}",913,"{'real_name': 'Matthew Kennedy', 'id': 228, 'email': 'mbkennedy', 'name': 'mbkennedy'}",FIXED,mbkennedy,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,karltk,2002-03-01T14:15:28Z,Gentoo Linux
